Lead ID,Location,College,Year of Study,Program Interest,Lead Source
LD0514,City_87,College_39,2nd,statistics,Instagram
LD0515,City_53,College_171,2nd,ML,College Collaboration
LD0516,City_1,College_199,1st,Robotics,Google Form
LD0517,City_4,College_26,1st,Data Science,LinkedIn
LD0518,City_44,College_126,2nd,Cyber Security,Whatsapp
LD0519,City_71,College_126,1st,statistics,Google Form
LD0520,City_82,College_114,3rd,Data Science,College Collaboration
LD0521,City_15,College_89,1st,Cyber Security,Mass-Mailing
LD0522,City_23,College_42,4th,Data Science,Instagram
LD0523,City_44,College_113,3rd,Robotics,Instagram
LD0524,City_46,College_56,3rd,ML,Whatsapp
LD0525,City_83,College_89,4th,ML,Instagram
LD0526,City_46,College_113,3rd,Electric Vehicle,College Collaboration
LD0527,City_9,College_13,2nd,statistics,LinkedIn
LD0528,City_10,College_84,2nd,statistics,Google Form
LD0529,City_61,College_127,1st,AI,College Collaboration
LD0530,City_87,College_49,4th,Cyber Security,Instagram
LD0531,City_98,College_99,4th,AI,Instagram
LD0532,City_1,College_146,3rd,Robotics,Whatsapp
LD0533,City_93,College_159,1st,Data Science,Instagram
LD0534,City_53,College_49,1st,ML,Instagram
LD0535,City_73,College_108,1st,statistics,LinkedIn
LD0536,City_46,College_199,1st,ML,College Collaboration
LD0537,,College_19,1st,Cyber Security,College Collaboration
LD0538,City_21,,1st,Robotics,Mass-Mailing
LD0539,City_41,College_75,2nd,ML,College Collaboration
LD0540,City_68,College_3,2nd,statistics,College Collaboration
LD0541,City_51,College_102,3rd,Data Science,Google Form
LD0542,City_14,College_9,1st,statistics,College Collaboration
LD0543,City_15,College_82,1st,Cyber Security,LinkedIn
LD0544,City_44,,1st,Data Science,College Collaboration
LD0545,City_58,College_176,1st,Cyber Security,College Collaboration
LD0546,City_5,College_165,4th,Data Science,College Collaboration
LD0547,City_15,College_113,4th,Cyber Security,Instagram
LD0548,City_19,College_92,2nd,Data Science,
LD0549,City_74,,4th,ML,X
LD0550,City_77,College_25,4th,ML,College Collaboration
LD0551,,College_54,3rd,ML,College Collaboration
LD0552,City_51,College_126,4th,Data Science,Instagram
LD0553,City_84,College_189,3rd,ML,College Collaboration
LD0554,City_87,College_110,4th,,Instagram
LD0555,City_1,College_30,4th,Data Science,Mass-Mailing
LD0556,City_1,College_9,1st,Robotics,College Collaboration
LD0557,City_87,College_118,3rd,Robotics,Instagram
LD0558,City_100,College_25,1st,ML,College Collaboration
LD0559,City_91,College_85,2nd,statistics,Instagram
LD0560,City_76,College_160,4th,Robotics,Mass-Mailing
LD0561,City_88,College_146,2nd,Cyber Security,Instagram
LD0562,City_15,College_107,1st,statistics,Instagram
LD0563,City_38,College_195,1st,ML,Google Form
LD0564,City_9,College_167,4th,Electric Vehicle,Mass-Mailing
LD0565,City_60,College_185,3rd,Cyber Security,Mass-Mailing
LD0566,City_83,College_39,4th,Cyber Security,LinkedIn
LD0567,City_47,,2nd,Electric Vehicle,College Collaboration
LD0568,City_58,College_62,2nd,Cyber Security,Mass-Mailing
LD0569,City_4,College_62,2nd,Cyber Security,
LD0570,City_19,College_62,2nd,Electric Vehicle,Instagram
LD0571,City_4,College_160,1st,,College Collaboration
LD0572,City_82,College_190,1st,statistics,
LD0573,City_85,College_143,4th,statistics,Instagram
LD0574,City_89,,2nd,ML,Mass-Mailing
LD0575,City_60,College_133,3rd,Data Science,Mass-Mailing
LD0576,City_4,College_54,1st,AI,Instagram
LD0577,City_4,College_186,4th,Electric Vehicle,Whatsapp
LD0578,City_83,College_195,1st,Data Science,LinkedIn
LD0579,City_47,,1st,AI,X
LD0580,City_46,College_16,1st,AI,Whatsapp
LD0581,City_51,College_119,4th,ML,Instagram
LD0582,City_73,College_158,3rd,ML,Mass-Mailing
LD0583,City_77,College_120,1st,ML,Instagram
LD0584,City_1,College_85,3rd,ML,
LD0585,City_51,College_133,2nd,Cyber Security,Instagram
LD0586,City_44,College_163,4th,,LinkedIn
LD0587,City_60,College_67,3rd,AI,LinkedIn
LD0588,City_1,College_62,4th,AI,Google Form
LD0589,City_9,College_110,2nd,ML,College Collaboration
LD0590,City_76,College_149,1st,statistics,Google Form
LD0591,City_68,College_168,2nd,Cyber Security,X
LD0592,City_82,College_113,1st,Data Science,College Collaboration
LD0593,City_63,College_114,2nd,Electric Vehicle,LinkedIn
LD0594,City_8,College_71,2nd,Cyber Security,Google Form
LD0595,City_30,College_165,1st,Robotics,Google Form
LD0596,City_21,College_39,3rd,AI,LinkedIn
LD0597,City_9,College_42,3rd,AI,Whatsapp
LD0598,City_43,College_160,3rd,Cyber Security,Instagram
LD0599,City_42,College_120,2nd,Data Science,College Collaboration
LD0600,City_57,College_163,2nd,Data Science,College Collaboration
LD0601,City_76,College_170,3rd,AI,College Collaboration
LD0602,City_68,College_77,3rd,AI,Google Form
LD0603,City_34,College_69,3rd,Robotics,Google Form
LD0604,City_33,College_77,2nd,Data Science,College Collaboration
LD0605,City_73,College_107,3rd,Robotics,Mass-Mailing
LD0606,City_34,College_128,4th,,LinkedIn
LD0607,City_44,College_85,1st,statistics,Google Form
LD0608,City_77,College_151,4th,Data Science,College Collaboration
LD0609,City_10,College_62,2nd,,LinkedIn
LD0610,City_82,College_119,2nd,Cyber Security,Mass-Mailing
LD0611,City_13,College_62,2nd,Cyber Security,Instagram
LD0612,City_68,College_61,2nd,Electric Vehicle,Google Form
LD0613,City_55,College_53,4th,Cyber Security,Google Form
LD0614,City_54,College_178,4th,Electric Vehicle,Mass-Mailing
LD0615,City_71,College_127,4th,ML,Google Form
LD0616,City_93,College_115,3rd,Cyber Security,Instagram
LD0617,City_87,,4th,Data Science,
LD0618,City_74,College_185,3rd,ML,College Collaboration
LD0619,City_42,College_21,3rd,,Instagram
LD0620,City_23,College_61,4th,AI,College Collaboration
LD0621,City_100,College_188,2nd,ML,Mass-Mailing
LD0622,,College_169,2nd,Data Science,Instagram
LD0623,City_48,College_50,1st,Robotics,Whatsapp
LD0624,City_55,College_187,2nd,Robotics,
LD0625,City_46,College_156,2nd,Cyber Security,Mass-Mailing
LD0626,City_64,College_163,4th,ML,LinkedIn
LD0627,City_5,College_165,1st,Data Science,Whatsapp
LD0628,City_13,College_85,2nd,Data Science,LinkedIn
LD0629,City_82,College_119,2nd,ML,Google Form
LD0630,City_83,College_199,3rd,AI,College Collaboration
LD0631,City_19,College_62,1st,Data Science,
LD0632,City_9,College_113,4th,Data Science,Google Form
LD0633,City_51,College_170,1st,Robotics,Instagram
LD0634,City_83,College_113,4th,ML,Google Form
LD0635,City_60,College_42,4th,AI,Instagram
LD0636,City_64,College_52,3rd,Data Science,Instagram
LD0637,City_39,College_72,4th,Data Science,Instagram
LD0638,City_41,College_62,3rd,,Whatsapp
LD0639,,College_89,3rd,Data Science,College Collaboration
LD0640,City_70,College_146,3rd,Data Science,LinkedIn
LD0641,City_64,College_110,4th,statistics,
LD0642,City_85,College_9,1st,Electric Vehicle,Mass-Mailing
LD0643,City_1,College_20,4th,Robotics,Mass-Mailing
LD0644,City_34,College_54,2nd,Data Science,Google Form
LD0645,City_82,College_61,3rd,Data Science,LinkedIn
LD0646,,College_113,3rd,ML,Google Form
LD0647,City_69,,1st,statistics,Mass-Mailing
LD0648,City_96,College_70,1st,AI,Instagram
LD0649,City_9,College_19,2nd,,College Collaboration
LD0650,,College_146,2nd,ML,LinkedIn
LD0651,City_99,College_49,2nd,Electric Vehicle,Instagram
LD0652,City_21,College_126,1st,Data Science,Google Form
LD0653,,College_113,4th,Data Science,College Collaboration
LD0654,City_64,College_180,4th,statistics,LinkedIn
LD0655,City_47,College_145,3rd,ML,College Collaboration
LD0656,City_64,College_44,4th,Data Science,
LD0657,City_58,College_33,3rd,Electric Vehicle,Instagram
LD0658,City_9,College_92,3rd,Electric Vehicle,College Collaboration
LD0659,City_1,College_118,3rd,Data Science,Google Form
LD0660,City_87,College_146,4th,Data Science,Instagram
LD0661,,College_51,1st,ML,College Collaboration
LD0662,City_73,College_113,4th,Cyber Security,LinkedIn
LD0663,City_1,College_113,3rd,ML,Instagram
LD0664,City_99,College_114,2nd,Data Science,Instagram
LD0665,City_53,College_171,4th,ML,Instagram
LD0666,City_13,College_92,3rd,Electric Vehicle,LinkedIn
LD0667,City_63,College_85,4th,Cyber Security,
LD0668,City_50,College_63,1st,AI,LinkedIn
LD0669,City_26,College_6,2nd,ML,College Collaboration
LD0670,City_55,College_71,1st,Data Science,College Collaboration
LD0671,City_2,College_176,4th,Data Science,College Collaboration
LD0672,City_43,College_188,2nd,Data Science,College Collaboration
LD0673,City_55,College_12,2nd,Cyber Security,
LD0674,City_47,College_127,3rd,Robotics,Instagram
LD0675,City_84,College_19,3rd,Robotics,LinkedIn
LD0676,City_55,College_111,1st,statistics,Instagram
LD0677,City_8,College_15,4th,Electric Vehicle,LinkedIn
LD0678,City_84,College_7,2nd,Cyber Security,LinkedIn
LD0679,City_16,College_161,3rd,ML,College Collaboration
LD0680,City_82,College_120,1st,Cyber Security,Google Form
LD0681,City_1,College_142,1st,statistics,College Collaboration
LD0682,City_60,College_16,3rd,Cyber Security,Whatsapp
LD0683,City_44,College_9,1st,ML,Google Form
LD0684,City_9,College_42,1st,Data Science,College Collaboration
LD0685,City_2,College_144,4th,Data Science,College Collaboration
LD0686,City_82,,4th,Data Science,Google Form
LD0687,City_45,College_85,4th,Robotics,College Collaboration
LD0688,City_38,College_117,1st,ML,LinkedIn
LD0689,City_15,College_143,3rd,Data Science,College Collaboration
LD0690,City_1,College_159,4th,,College Collaboration
LD0691,City_58,,3rd,AI,Google Form
LD0692,City_78,College_22,3rd,Cyber Security,Mass-Mailing
LD0693,City_85,College_143,3rd,Cyber Security,X
LD0694,City_90,College_110,,Robotics,Whatsapp
LD0695,City_38,College_171,1st,AI,Instagram
LD0696,City_33,College_146,,,LinkedIn
LD0697,City_42,College_113,1st,ML,X
LD0698,City_15,College_6,2nd,Robotics,Whatsapp
LD0699,City_46,College_31,2nd,Cyber Security,Whatsapp
LD0700,,College_22,4th,ML,College Collaboration
LD0701,City_87,College_134,4th,Electric Vehicle,Instagram
LD0702,City_55,College_56,1st,,LinkedIn
LD0703,City_100,College_7,2nd,Electric Vehicle,LinkedIn
LD0704,City_93,College_160,4th,AI,College Collaboration
LD0705,City_47,College_70,3rd,AI,College Collaboration
LD0706,City_1,College_6,2nd,statistics,Whatsapp
LD0707,City_5,College_119,1st,ML,Whatsapp
LD0708,,College_158,4th,ML,LinkedIn
LD0709,City_71,College_69,1st,ML,Instagram
LD0710,City_73,College_178,3rd,ML,LinkedIn
LD0711,City_33,College_114,2nd,Data Science,Mass-Mailing
LD0712,City_77,College_92,1st,ML,College Collaboration
LD0713,City_84,College_148,2nd,Data Science,X
LD0714,City_84,College_107,2nd,AI,Whatsapp
LD0715,City_41,College_133,2nd,Cyber Security,College Collaboration
LD0716,,College_53,2nd,Data Science,Google Form
LD0717,City_44,College_102,1st,ML,LinkedIn
LD0718,City_82,College_151,3rd,Cyber Security,LinkedIn
LD0719,City_80,College_165,1st,Cyber Security,Google Form
LD0720,City_43,College_120,4th,Cyber Security,College Collaboration
LD0721,City_78,College_143,2nd,Electric Vehicle,Mass-Mailing
LD0722,City_42,College_50,2nd,Cyber Security,Google Form
LD0723,City_39,College_53,3rd,Robotics,Instagram
LD0724,City_44,College_195,2nd,Electric Vehicle,College Collaboration
LD0725,City_5,College_133,2nd,Robotics,Google Form
LD0726,City_50,College_47,2nd,Robotics,Whatsapp
LD0727,City_39,College_110,4th,Robotics,Mass-Mailing
LD0728,City_68,College_115,1st,statistics,College Collaboration
LD0729,City_26,College_163,4th,,Mass-Mailing
LD0730,City_46,College_171,,AI,College Collaboration
LD0731,City_63,College_30,4th,AI,Google Form
LD0732,City_77,College_93,1st,,X
LD0733,City_23,College_183,4th,ML,Mass-Mailing
LD0734,City_4,College_133,2nd,Data Science,College Collaboration
LD0735,City_83,College_113,4th,Cyber Security,Google Form
LD0736,City_2,College_53,1st,ML,Mass-Mailing
LD0737,City_8,College_113,2nd,statistics,College Collaboration
LD0738,City_98,College_12,1st,Electric Vehicle,Mass-Mailing
LD0739,City_15,College_118,1st,statistics,College Collaboration
LD0740,City_68,College_190,4th,Data Science,Google Form
LD0741,City_64,College_113,3rd,Data Science,Whatsapp
LD0742,City_61,College_73,4th,Data Science,X
LD0743,City_4,College_185,1st,ML,College Collaboration
LD0744,City_26,College_73,4th,AI,College Collaboration
LD0745,City_26,College_78,3rd,Data Science,Google Form
LD0746,City_80,,1st,Cyber Security,Whatsapp
LD0747,City_73,College_96,3rd,Electric Vehicle,College Collaboration
LD0748,City_75,College_115,1st,Data Science,College Collaboration
LD0749,City_65,College_78,3rd,Data Science,X
LD0750,City_85,College_84,2nd,ML,Google Form
LD0751,City_47,,2nd,Data Science,College Collaboration
LD0752,City_87,,3rd,Robotics,College Collaboration
LD0753,City_21,College_135,4th,ML,Instagram
LD0754,City_50,College_126,4th,statistics,X
LD0755,City_58,College_50,2nd,statistics,Instagram
LD0756,City_44,,4th,Electric Vehicle,Instagram
LD0757,City_41,College_113,4th,Data Science,Whatsapp
LD0758,City_76,College_165,1st,statistics,Google Form
LD0759,City_9,College_39,1st,Data Science,LinkedIn
LD0760,City_68,College_50,3rd,ML,College Collaboration
LD0761,City_64,College_45,4th,Data Science,Instagram
LD0762,City_77,College_160,4th,statistics,LinkedIn
LD0763,City_100,College_102,1st,Cyber Security,Instagram
LD0764,City_69,College_156,2nd,Data Science,LinkedIn
LD0765,City_51,College_92,4th,statistics,College Collaboration
LD0766,City_92,College_113,4th,Data Science,Whatsapp
LD0767,City_33,College_85,10th,statistics,Instagram
LD0768,City_32,College_74,4th,ML,College Collaboration
LD0769,City_9,College_89,1st,Cyber Security,College Collaboration
LD0770,City_82,College_143,2nd,Cyber Security,Instagram
LD0771,City_74,College_85,3rd,Electric Vehicle,LinkedIn
LD0772,City_64,College_119,1st,Data Science,LinkedIn
LD0773,City_39,College_111,3rd,Robotics,
LD0774,City_77,College_22,2nd,Robotics,Whatsapp
LD0775,City_4,College_142,4th,,Mass-Mailing
LD0776,City_52,College_195,4th,Cyber Security,College Collaboration
LD0777,City_73,College_160,2nd,Robotics,Whatsapp
LD0778,City_55,College_102,2nd,Data Science,Instagram
LD0779,City_85,College_44,4th,ML,Whatsapp
LD0780,City_39,College_28,2nd,Data Science,Instagram
LD0781,City_4,College_110,2nd,Cyber Security,Whatsapp
LD0782,City_43,College_102,3rd,Robotics,Google Form
LD0783,City_33,College_71,4th,Data Science,X
LD0784,City_64,College_56,1st,Data Science,College Collaboration
LD0785,City_82,College_39,1st,Cyber Security,Google Form
LD0786,City_5,College_157,1st,Data Science,Whatsapp
LD0787,City_4,College_142,2nd,ML,Google Form
LD0788,City_76,College_106,2nd,statistics,
LD0789,City_100,College_162,3rd,Cyber Security,College Collaboration
LD0790,City_13,College_166,1st,,LinkedIn
LD0791,City_2,College_71,2nd,Cyber Security,LinkedIn
LD0792,City_70,College_189,4th,Robotics,LinkedIn
LD0793,City_58,College_14,4th,,Whatsapp
LD0794,City_51,College_180,4th,Electric Vehicle,LinkedIn
LD0795,City_83,College_26,3rd,ML,
LD0796,City_63,,3rd,statistics,Google Form
LD0797,City_77,College_199,2nd,Data Science,Other
LD0798,City_15,College_49,1st,Data Science,Google Form
LD0799,City_47,College_174,3rd,Data Science,LinkedIn
LD0800,City_74,College_199,1st,Cyber Security,Instagram
LD0801,City_90,College_100,3rd,,
LD0802,City_87,College_102,4th,Robotics,Whatsapp
LD0803,City_77,College_164,4th,ML,Whatsapp
LD0804,City_46,College_91,1st,Cyber Security,Google Form
LD0805,City_64,College_10,2nd,Electric Vehicle,
LD0806,City_88,College_70,4th,Cyber Security,Whatsapp
LD0807,City_83,College_199,3rd,Data Science,Google Form
LD0808,City_64,College_134,3rd,Data Science,Google Form
LD0809,City_90,College_19,4th,,Whatsapp
LD0810,City_93,College_180,2nd,,Whatsapp
LD0811,City_9,College_91,1st,statistics,College Collaboration
LD0812,City_50,College_125,1st,Cyber Security,College Collaboration
LD0813,City_55,College_64,1st,ML,
LD0814,City_23,College_174,3rd,Robotics,Google Form
LD0815,City_61,College_142,4th,Robotics,Google Form
LD0816,City_60,College_88,1st,Data Science,College Collaboration
LD0817,City_51,,2nd,AI,College Collaboration
LD0818,City_44,College_92,3rd,Robotics,Instagram
LD0819,City_26,College_189,1st,Cyber Security,Whatsapp
LD0820,City_46,College_147,2nd,Electric Vehicle,Instagram
LD0821,City_1,College_56,1st,Electric Vehicle,Whatsapp
LD0822,City_90,College_56,3rd,AI,Google Form
LD0823,City_1,College_151,2nd,Data Science,Whatsapp
LD0824,City_40,College_70,2nd,statistics,Instagram
LD0825,City_82,College_146,4th,ML,Google Form
LD0826,City_4,College_150,3rd,Robotics,Instagram
LD0827,City_85,College_126,2nd,AI,College Collaboration
LD0828,City_30,College_63,1st,Robotics,Mass-Mailing
LD0829,City_54,College_167,3rd,Cyber Security,LinkedIn
LD0830,City_68,College_28,1st,,Whatsapp
LD0831,City_4,College_113,1st,AI,LinkedIn
LD0832,City_77,College_50,4th,Cyber Security,Instagram
LD0833,City_73,College_52,2nd,statistics,College Collaboration
LD0834,City_100,College_181,4th,Cyber Security,Instagram
LD0835,City_32,College_185,2nd,statistics,Other
LD0836,City_55,College_121,3rd,Data Science,Google Form
LD0837,City_78,College_64,3rd,Cyber Security,LinkedIn
LD0838,City_40,College_45,1st,Robotics,
LD0839,City_68,College_62,3rd,statistics,Instagram
LD0840,,College_100,4th,statistics,LinkedIn
LD0841,City_5,College_77,3rd,Data Science,Google Form
LD0842,City_86,College_39,3rd,,LinkedIn
LD0843,City_46,College_69,2nd,Data Science,Google Form
LD0844,City_1,College_42,1st,statistics,LinkedIn
LD0845,City_61,College_124,4th,,Whatsapp
LD0846,City_3,College_102,,Robotics,College Collaboration
